*,S,A,18,20190304
9156576,X,A,8,20190304
*,S,A,7,20190304
*,S,A,16,20190304
1384896,G,A,20,20190304
9098901,D,A,8,20190304
3640798,G,A,17,20190304
5077219,S,S,7,20190304
1998541,G,A,16,20190304
6321386,G,A,9,20190304
6045238,C,A,13,20190304
1118774,X,A,17,20190304
4278918,G,A,13,20190304
2564387,C,A,16,20190304
6133713,X,C,14,20190304
6326787,X,A,22,20190304
*,S,C,10,20190304
6673212,C,A,13,20190304
*,S,A,15,20190304
5693707,C,C,17,20190304
8425527,C,A,7,20190304
*,S,A,24,20190304
2480107,C,A,5,20190304
4217570,S,S,18,20190304
*,S,S,19,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,18,20190304
3042266,X,A,8,20190304
*,S,A,20,20190304
6872228,G,A,19,20190304
1140616,G,A,17,20190304
8489094,D,A,8,20190304
*,S,A,7,20190304
3491192,C,A,21,20190304
3888121,X,A,20,20190304
2829556,G,A,9,20190304
3357353,C,A,13,20190304
1413269,G,S,7,20190304
8550944,X,A,16,20190304
1015751,S,A,23,20190304
3387215,X,C,14,20190304
4578581,X,A,17,20190304
8709315,C,S,18,20190304
5127936,C,A,16,20190304
*,S,A,15,20190304
1940085,C,C,17,20190304
*,S,C,10,20190304
9991135,C,A,13,20190304
*,S,A,19,20190304
6427325,S,S,18,20190304
8393524,C,A,7,20190304
5668806,S,A,11,20190304
*,S,A,6,20190304
*,S,A,18,20190304
7264158,X,A,8,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,7,20190304
4467320,D,A,8,20190304
*,S,S,20,20190304
2464743,G,S,8,20190304
4289801,G,A,17,20190304
7568815,G,A,9,20190304
4625409,C,A,13,20190304
*,S,A,22,20190304
1049776,C,A,20,20190304
2843583,X,A,17,20190304
2403373,X,C,14,20190304
6362118,G,A,7,20190304
6394504,X,A,12,20190304
8214030,X,A,23,20190304
*,S,A,15,20190304
9366606,C,C,17,20190304
8575182,D,A,18,20190304
4861923,D,A,16,20190304
1776164,C,A,7,20190304
5468465,S,S,18,20190304
2892084,G,C,10,20190304
4525180,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
8915857,X,A,8,20190304
4829398,S,A,11,20190304
*,S,A,6,20190304
5275250,G,A,20,20190304
8142823,D,A,8,20190304
*,S,A,8,20190304
*,S,A,12,20190304
*,S,A,7,20190304
2005745,G,A,9,20190304
1096204,C,A,13,20190304
4674486,G,A,8,20190304
1063489,G,A,17,20190304
9097020,G,A,7,20190304
9749829,X,C,14,20190304
6655206,X,A,22,20190304
8506981,D,A,15,20190304
2388219,C,C,17,20190304
*,S,A,15,20190304
3575225,C,C,17,20190304
7950739,X,A,12,20190304
*,S,A,24,20190304
5880288,G,C,10,20190304
6071853,S,S,18,20190304
*,S,S,19,20190304
*,S,A,13,20190304
3682759,D,A,7,20190304
*,S,A,18,20190304
5924569,X,A,8,20190304
*,S,A,20,20190304
3929381,G,A,19,20190304
*,S,A,8,20190304
2597321,D,A,8,20190304
3993240,S,A,11,20190304
9571023,C,A,21,20190304
4529913,X,A,20,20190304
4889791,G,A,9,20190304
8516297,C,A,13,20190304
*,S,A,12,20190304
*,S,A,7,20190304
4859548,S,A,23,20190304
4114763,X,C,14,20190304
2999912,G,A,8,20190304
*,S,A,10,20190304
2680769,G,A,7,20190304
*,S,A,15,20190304
9541988,C,C,17,20190304
*,S,A,16,20190304
1894038,C,C,17,20190304
*,S,A,19,20190304
6727240,S,S,18,20190304
1088583,C,A,12,20190304
*,S,A,16,20190304
6401299,X,A,10,20190304
*,S,A,18,20190304
4967716,X,A,8,20190304
*,S,A,13,20190304
*,S,A,8,20190304
*,S,A,11,20190304
2727115,D,A,8,20190304
*,S,S,20,20190304
4306321,X,A,13,20190304
*,S,C,8,20190304
1278374,G,A,9,20190304
1280686,C,A,13,20190304
*,S,A,22,20190304
7393079,C,A,20,20190304
2138282,G,A,8,20190304
3854447,X,C,14,20190304
*,S,A,12,20190304
5115099,S,A,17,20190304
4932759,X,A,23,20190304
*,S,A,15,20190304
1920577,C,C,17,20190304
2567552,D,A,18,20190304
2764753,X,A,7,20190304
9054127,C,A,12,20190304
6045901,S,S,18,20190304
*,S,A,16,20190304
6141932,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
7130957,X,A,8,20190304
7343853,G,A,16,20190304
7029756,X,A,10,20190304
7206955,G,A,20,20190304
4736466,D,A,8,20190304
*,S,A,13,20190304
8758625,C,A,16,20190304
7390625,G,A,11,20190304
9292178,G,A,9,20190304
9986173,C,A,13,20190304
2672129,X,A,13,20190304
*,S,C,8,20190304
*,S,A,12,20190304
4733779,X,C,14,20190304
9176892,X,A,22,20190304
*,S,A,3,20190304
4699656,X,A,8,20190304
*,S,A,15,20190304
4393221,C,C,17,20190304
7637392,S,A,17,20190304
*,S,A,24,20190304
*,S,A,16,20190304
1146679,S,S,18,20190304
*,S,S,19,20190304
*,S,A,17,20190304
3343898,D,A,12,20190304
*,S,A,18,20190304
3158469,X,A,8,20190304
*,S,A,20,20190304
3398911,G,A,19,20190304
4329142,S,A,13,20190304
8502790,D,A,8,20190304
8755495,G,A,16,20190304
2450435,C,A,21,20190304
4146325,X,A,20,20190304
3213406,G,A,9,20190304
2763050,C,A,13,20190304
8715340,C,A,16,20190304
6794625,X,A,11,20190304
8918642,S,A,23,20190304
6876212,X,C,14,20190304
1192630,C,A,13,20190304
9284101,C,A,15,20190304
*,S,A,12,20190304
*,S,A,15,20190304
8526814,C,C,17,20190304
*,S,A,4,20190304
3256755,X,A,8,20190304
*,S,A,19,20190304
7265172,S,S,18,20190304
*,S,A,17,20190304
1104484,D,A,6,20190304
*,S,A,16,20190304
*,S,A,18,20190304
3405747,X,A,8,20190304
*,S,A,17,20190304
*,S,A,13,20190304
8355557,G,A,16,20190304
3072804,D,A,8,20190304
*,S,S,20,20190304
2480721,X,A,17,20190304
4108737,S,A,13,20190304
2698559,G,A,9,20190304
2764674,C,A,13,20190304
*,S,A,22,20190304
4229803,C,A,20,20190304
9827543,C,A,13,20190304
9171562,X,C,14,20190304
4996855,C,A,16,20190304
5343075,C,A,7,20190304
8745533,X,A,23,20190304
*,S,A,15,20190304
5035966,C,C,17,20190304
6330921,D,A,18,20190304
*,S,A,12,20190304
*,S,A,17,20190304
6840954,S,S,18,20190304
*,S,A,5,20190304
1223487,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
7174646,X,A,8,20190304
*,S,A,7,20190304
*,S,A,16,20190304
9510276,G,A,20,20190304
9824182,D,A,8,20190304
4668928,G,A,17,20190304
1679890,S,S,7,20190304
4044998,G,A,16,20190304
6259637,G,A,9,20190304
9241922,D,A,13,20190304
9773875,X,A,17,20190304
8895721,G,A,13,20190304
1235293,C,A,16,20190304
5909374,X,C,14,20190304
3412255,X,A,22,20190304
*,S,C,10,20190304
3589659,C,A,13,20190304
*,S,A,15,20190304
4046719,C,C,17,20190304
3117558,C,A,7,20190304
*,S,A,24,20190304
5119840,C,A,5,20190304
8461198,S,S,18,20190304
*,S,S,19,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,18,20190304
6175567,X,A,8,20190304
*,S,A,20,20190304
7644085,G,A,19,20190304
1400422,G,A,17,20190304
6461482,D,A,8,20190304
*,S,A,7,20190304
1177840,C,A,21,20190304
4409450,X,A,20,20190304
5779336,G,A,9,20190304
7910471,D,A,13,20190304
2602720,G,S,7,20190304
1894561,X,A,16,20190304
2201086,S,A,23,20190304
9254167,X,C,14,20190304
9668373,X,A,17,20190304
8236434,C,S,18,20190304
2398966,C,A,16,20190304
*,S,A,15,20190304
4222633,C,C,17,20190304
*,S,C,10,20190304
3970066,C,A,13,20190304
*,S,A,19,20190304
7956803,S,S,18,20190304
9738166,C,A,7,20190304
6708644,S,A,11,20190304
*,S,A,6,20190304
*,S,A,18,20190304
1512446,X,A,8,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,7,20190304
9328345,D,A,8,20190304
*,S,S,20,20190304
4371470,G,S,8,20190304
2384056,G,A,17,20190304
7283781,G,A,9,20190304
8562268,D,A,13,20190304
*,S,A,22,20190304
6759365,C,A,20,20190304
6318468,X,A,17,20190304
8464088,X,C,14,20190304
7827817,G,A,7,20190304
2101498,X,A,12,20190304
5880105,X,A,23,20190304
*,S,A,15,20190304
1683406,C,C,17,20190304
7907182,D,A,18,20190304
6898352,D,A,16,20190304
6617380,C,A,7,20190304
1060327,S,S,18,20190304
8269931,G,C,10,20190304
6332454,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
6731816,X,A,8,20190304
7409780,S,A,11,20190304
*,S,A,6,20190304
8465145,G,A,20,20190304
5216731,D,A,8,20190304
*,S,A,8,20190304
*,S,A,12,20190304
*,S,A,7,20190304
6598315,G,A,9,20190304
2975370,D,A,13,20190304
1956839,G,A,8,20190304
4345723,G,A,17,20190304
6452223,G,A,7,20190304
4381142,X,C,14,20190304
7641836,X,A,22,20190304
7723637,D,A,15,20190304
4113152,C,C,17,20190304
*,S,A,15,20190304
3866811,C,C,17,20190304
5403255,X,A,12,20190304
*,S,A,24,20190304
1122835,G,C,10,20190304
9649264,S,S,18,20190304
*,S,S,19,20190304
*,S,A,13,20190304
1768505,D,A,7,20190304
*,S,A,18,20190304
4826213,X,A,8,20190304
*,S,A,20,20190304
7757153,G,A,19,20190304
*,S,A,8,20190304
3308365,D,A,8,20190304
2785998,S,A,11,20190304
7838455,C,A,21,20190304
8676674,X,A,20,20190304
5889663,G,A,9,20190304
7191034,D,A,13,20190304
*,S,A,12,20190304
*,S,A,7,20190304
9178343,S,A,23,20190304
2654785,X,C,14,20190304
3475846,G,A,8,20190304
6523246,C,S,18,20190304
3060825,G,A,7,20190304
*,S,A,15,20190304
7701468,C,C,17,20190304
*,S,A,16,20190304
6786044,C,C,17,20190304
*,S,A,19,20190304
9100108,S,S,18,20190304
7855792,C,A,12,20190304
*,S,A,16,20190304
2951572,X,A,10,20190304
*,S,A,18,20190304
5964626,X,A,8,20190304
*,S,A,13,20190304
*,S,A,8,20190304
*,S,A,11,20190304
1175290,D,A,8,20190304
*,S,S,20,20190304
5182721,X,A,13,20190304
*,S,C,8,20190304
7016121,G,A,9,20190304
8682183,D,A,13,20190304
*,S,A,22,20190304
1885060,C,A,20,20190304
2277778,G,A,8,20190304
6385469,X,C,14,20190304
*,S,A,12,20190304
3715427,S,A,17,20190304
6608018,X,A,23,20190304
*,S,A,15,20190304
3851972,C,C,17,20190304
7389406,D,A,18,20190304
4178587,X,A,7,20190304
2629962,C,A,12,20190304
1861749,S,S,18,20190304
*,S,A,16,20190304
7185443,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
1967763,X,A,8,20190304
4984902,G,A,16,20190304
2433169,X,A,10,20190304
9569771,G,A,20,20190304
6530304,D,A,8,20190304
*,S,A,13,20190304
8250714,C,A,16,20190304
8948694,G,A,11,20190304
7639495,G,A,9,20190304
5668804,D,A,13,20190304
4807031,X,A,13,20190304
*,S,C,8,20190304
*,S,A,12,20190304
5220274,X,C,14,20190304
7591983,X,A,22,20190304
*,S,A,3,20190304
4794973,X,A,8,20190304
*,S,A,15,20190304
6553562,C,C,17,20190304
8138526,S,A,17,20190304
*,S,A,24,20190304
*,S,A,16,20190304
4630343,S,S,18,20190304
*,S,S,19,20190304
*,S,A,17,20190304
4107184,D,A,12,20190304
*,S,A,18,20190304
3844165,X,A,8,20190304
*,S,A,20,20190304
3142228,G,A,19,20190304
1168642,S,A,13,20190304
3675967,D,A,8,20190304
6173733,G,A,16,20190304
2104206,C,A,21,20190304
8116931,X,A,20,20190304
6824741,G,A,9,20190304
1322799,D,A,13,20190304
8597998,C,A,16,20190304
8385016,X,A,11,20190304
6483611,S,A,23,20190304
1490836,X,C,14,20190304
1667511,C,A,13,20190304
7651301,C,S,18,20190304
*,S,A,12,20190304
*,S,A,15,20190304
1611769,C,C,17,20190304
*,S,A,4,20190304
5264864,X,A,8,20190304
*,S,A,19,20190304
8937507,S,S,18,20190304
*,S,A,17,20190304
4621607,D,A,6,20190304
*,S,A,16,20190304
*,S,A,18,20190304
9508301,X,A,8,20190304
*,S,A,17,20190304
*,S,A,13,20190304
1833052,G,A,16,20190304
7638967,D,A,8,20190304
*,S,S,20,20190304
3017211,X,A,17,20190304
7017603,S,A,13,20190304
8388481,G,A,9,20190304
5457019,D,A,13,20190304
*,S,A,22,20190304
1438058,C,A,20,20190304
2169132,C,A,13,20190304
2427934,X,C,14,20190304
9942561,C,A,16,20190304
8446775,C,A,7,20190304
7795017,X,A,23,20190304
*,S,A,15,20190304
8302430,C,C,17,20190304
9444356,D,A,18,20190304
*,S,A,12,20190304
*,S,A,17,20190304
4881385,S,S,18,20190304
*,S,A,5,20190304
6294265,S,S,20,20190304
*,S,A,19,20190304
*,S,A,18,20190304
3911580,X,A,8,20190304
*,S,A,7,20190304
*,S,A,16,20190304
6730780,G,A,20,20190304
2287050,D,A,8,20190304
7316320,G,A,17,20190304
3097937,S,S,7,20190304
6139475,G,A,16,20190304
9435772,G,A,9,20190304
3230735,D,A,13,20190304
2306539,X,A,17,20190304
2417628,G,A,13,20190304
8714924,C,A,16,20190304
2832781,X,C,14,20190304
3492561,X,A,22,20190304
*,S,C,10,20190304
9483646,C,A,13,20190304
*,S,A,15,20190304
6704414,C,C,17,20190304
2027983,C,A,7,20190304
*,S,A,24,20190304
2794199,C,A,5,20190304
3083351,S,S,18,20190304
*,S,S,19,20190304
*,S,A,8,20190304
*,S,S,17,20190304
1049144,S,A,18,20190304
1690121,X,A,8,20190304
*,S,A,20,20190304
9857119,G,A,19,20190304
4086968,G,A,17,20190304
8918922,D,A,8,20190304
*,S,A,7,20190304
2179294,C,A,21,20190304
8179041,X,A,20,20190304
9867772,G,A,9,20190304
2591354,D,A,13,20190304
5825103,G,S,7,20190304
2780920,X,A,16,20190304
7691478,S,A,23,20190304
3014898,X,C,14,20190304
8320487,X,A,17,20190304
2041206,C,S,18,20190304
8204318,C,A,16,20190304
*,S,A,15,20190304
9834548,C,C,17,20190304
*,S,C,10,20190304
7606591,C,A,13,20190304
*,S,A,19,20190304
6116021,S,S,18,20190304
9971146,C,A,7,20190304
5333422,S,A,11,20190304
*,S,A,6,20190304
5597936,S,A,18,20190304
2218308,X,A,8,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,7,20190304
1764150,D,A,8,20190304
*,S,S,20,20190304
8208015,G,S,8,20190304
1092179,G,A,17,20190304
2956704,G,A,9,20190304
7196219,D,A,13,20190304
*,S,A,22,20190304
6320117,C,A,20,20190304
3421262,X,A,17,20190304
2639778,X,C,14,20190304
3980175,G,A,7,20190304
4126891,X,A,12,20190304
1526299,X,A,23,20190304
*,S,A,15,20190304
4514432,C,C,17,20190304
8189152,D,A,18,20190304
6134283,D,A,16,20190304
8853056,C,A,7,20190304
2598952,S,S,18,20190304
5207796,G,C,10,20190304
5527195,S,S,20,20190304
*,S,A,19,20190304
1408760,S,A,18,20190304
6412017,X,A,8,20190304
4688350,S,A,11,20190304
*,S,A,6,20190304
8598586,G,A,20,20190304
3467614,D,A,8,20190304
*,S,A,8,20190304
*,S,A,12,20190304
*,S,A,7,20190304
2009668,G,A,9,20190304
5591269,D,A,13,20190304
2984822,G,A,8,20190304
9191146,G,A,17,20190304
4349862,G,A,7,20190304
5307269,X,C,14,20190304
2909287,X,A,22,20190304
5685810,D,A,15,20190304
3184300,C,C,17,20190304
*,S,A,15,20190304
7963882,C,C,17,20190304
1617147,X,A,12,20190304
*,S,A,24,20190304
1064139,G,C,10,20190304
4710991,S,S,18,20190304
*,S,S,19,20190304
*,S,A,13,20190304
1994242,D,A,7,20190304
9698315,S,A,18,20190304
7567104,X,A,8,20190304
*,S,A,20,20190304
4813776,G,A,19,20190304
*,S,A,8,20190304
3459073,D,A,8,20190304
5146432,S,A,11,20190304
4362277,C,A,21,20190304
2823845,X,A,20,20190304
2442527,G,A,9,20190304
1699660,D,A,13,20190304
*,S,A,12,20190304
*,S,A,7,20190304
3605507,S,A,23,20190304
1379908,X,C,14,20190304
2785104,G,A,8,20190304
8548820,C,S,18,20190304
1439447,G,A,7,20190304
*,S,A,15,20190304
2337242,C,C,17,20190304
*,S,A,16,20190304
2792251,C,C,17,20190304
*,S,A,19,20190304
2918398,S,S,18,20190304
4003713,C,A,12,20190304
*,S,A,16,20190304
7725915,X,A,10,20190304
2784785,S,A,18,20190304
7222784,X,A,8,20190304
*,S,A,13,20190304
*,S,A,8,20190304
*,S,A,11,20190304
9492486,D,A,8,20190304
*,S,S,20,20190304
4669379,X,A,13,20190304
*,S,C,8,20190304
5243137,G,A,9,20190304
3728354,D,A,13,20190304
*,S,A,22,20190304
9898241,C,A,20,20190304
6990313,G,A,8,20190304
3071050,X,C,14,20190304
*,S,A,12,20190304
7103129,S,A,17,20190304
9125607,X,A,23,20190304
*,S,A,15,20190304
1672642,C,C,17,20190304
2319814,D,A,18,20190304
2081253,X,A,7,20190304
1813921,C,A,12,20190304
8615273,S,S,18,20190304
*,S,A,16,20190304
4644405,S,S,20,20190304
*,S,A,19,20190304
1065644,S,A,18,20190304
8426234,X,A,8,20190304
2037876,G,A,16,20190304
2266770,X,A,10,20190304
9975632,G,A,20,20190304
4485939,D,A,8,20190304
*,S,A,13,20190304
5528365,C,A,16,20190304
1622084,G,A,11,20190304
3701928,G,A,9,20190304
9889473,D,A,13,20190304
7314353,X,A,13,20190304
*,S,C,8,20190304
*,S,A,12,20190304
5062849,X,C,14,20190304
3949828,X,A,22,20190304
*,S,A,3,20190304
5743928,X,A,8,20190304
*,S,A,15,20190304
2470885,C,C,17,20190304
7387710,S,A,17,20190304
*,S,A,24,20190304
*,S,A,16,20190304
1382828,S,S,18,20190304
*,S,S,19,20190304
*,S,A,17,20190304
2098830,D,A,12,20190304
4855338,S,A,18,20190304
6629484,X,A,8,20190304
*,S,A,20,20190304
1788325,G,A,19,20190304
4285077,S,A,13,20190304
2627831,D,A,8,20190304
8550913,G,A,16,20190304
3937874,C,A,21,20190304
3389374,X,A,20,20190304
2699614,G,A,9,20190304
3595753,D,A,13,20190304
6051441,C,A,16,20190304
6100320,X,A,11,20190304
9479767,S,A,23,20190304
7008615,X,C,14,20190304
8158520,C,A,13,20190304
9840002,C,S,18,20190304
*,S,A,12,20190304
*,S,A,15,20190304
7150671,C,C,17,20190304
*,S,A,4,20190304
6720788,X,A,8,20190304
*,S,A,19,20190304
4648488,S,S,18,20190304
*,S,A,17,20190304
9613848,D,A,6,20190304
*,S,A,16,20190304
6276207,S,A,18,20190304
7257289,X,A,8,20190304
*,S,A,17,20190304
*,S,A,13,20190304
9244412,G,A,16,20190304
8209263,D,A,8,20190304
*,S,S,20,20190304
9800522,X,A,17,20190304
9291415,S,A,13,20190304
6981602,G,A,9,20190304
2750232,D,A,13,20190304
*,S,A,22,20190304
6641589,C,A,20,20190304
7490051,C,A,13,20190304
5174106,X,C,14,20190304
9176889,C,A,16,20190304
8823339,C,A,7,20190304
1911990,X,A,23,20190304
*,S,A,15,20190304
5278710,C,C,17,20190304
1739993,D,A,18,20190304
*,S,A,12,20190304
*,S,A,17,20190304
6923297,S,S,18,20190304
*,S,A,5,20190304
7612748,S,S,20,20190304
*,S,A,19,20190304
8332881,S,A,18,20190304
5261681,X,A,8,20190304
*,S,A,7,20190304
*,S,A,16,20190304
1340002,G,A,20,20190304
7758091,D,A,8,20190304
2285562,G,A,17,20190304
1456329,S,S,7,20190304
8849949,G,A,16,20190304
7125395,G,A,9,20190304
3082378,D,A,13,20190304
4122367,X,A,17,20190304
9664189,G,A,13,20190304
7211355,C,A,16,20190304
3045942,X,C,14,20190304
3617605,X,A,22,20190304
*,S,C,10,20190304
5014330,C,A,13,20190304
*,S,A,15,20190304
8950196,C,C,17,20190304
2104367,C,A,7,20190304
*,S,A,24,20190304
7795984,C,A,5,20190304
2663853,S,S,18,20190304
*,S,S,19,20190304
*,S,A,8,20190304
*,S,S,17,20190304
4307553,S,A,18,20190304
8516579,X,A,8,20190304
*,S,A,20,20190304
9594370,G,A,19,20190304
4830322,G,A,17,20190304
7727071,D,A,8,20190304
*,S,A,7,20190304
6298261,C,A,21,20190304
6476574,X,A,20,20190304
5531307,G,A,9,20190304
8086731,D,A,13,20190304
9270097,G,S,7,20190304
9867300,X,A,16,20190304
3312531,S,A,23,20190304
1864810,X,C,14,20190304
3385223,X,A,17,20190304
6338161,C,S,18,20190304
3471728,C,A,16,20190304
*,S,A,15,20190304
2114978,C,C,17,20190304
*,S,C,10,20190304
1879431,C,A,13,20190304
*,S,A,19,20190304
9690196,S,S,18,20190304
2002431,C,A,7,20190304
1931075,S,A,11,20190304
*,S,A,6,20190304
5071908,S,A,18,20190304
6759462,X,A,8,20190304
*,S,A,8,20190304
*,S,S,17,20190304
*,S,A,7,20190304
9665959,D,A,8,20190304
*,S,S,20,20190304
7877492,G,S,8,20190304
8718083,G,A,17,20190304
8009510,G,A,9,20190304
8669497,D,A,13,20190304
*,S,A,22,20190304
3219715,C,A,20,20190304
6142249,X,A,17,20190304
7612189,X,C,14,20190304
2567253,G,A,7,20190304
1788519,X,A,12,20190304
9543625,X,A,23,20190304
*,S,A,15,20190304
3151055,C,C,17,20190304
6213829,D,A,18,20190304
8229028,D,A,16,20190304
3033230,C,A,7,20190304
7076395,S,S,18,20190304
6906654,G,C,10,20190304
4924020,S,S,20,20190304
*,S,A,19,20190304
7435362,S,A,18,20190304
7935287,X,A,8,20190304
2173914,S,A,11,20190304
*,S,A,6,20190304
3488814,G,A,20,20190304
1632234,D,A,8,20190304
*,S,A,8,20190304
*,S,A,12,20190304
*,S,A,7,20190304
6299664,G,A,9,20190304
6388390,D,A,13,20190304
6416487,G,A,8,20190304
8588410,G,A,17,20190304
4366269,G,A,7,20190304
8263822,X,C,14,20190304
6119172,X,A,22,20190304
8411929,D,A,15,20190304
9477268,C,C,17,20190304
*,S,A,15,20190304
9309545,C,C,17,20190304
3877929,X,A,12,20190304
*,S,A,24,20190304
1115472,G,C,10,20190304
2962586,S,S,18,20190304
*,S,S,19,20190304
*,S,A,13,20190304
